0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
213,1,3,0,0,0,0,2,0,5,0,0,3,0,5,4,0,4,4,0,0,0,3,0,4,4,5,5,4,4,4,4,4,0,1,0,5,3,0,0,0,3,0,4,1,3,0,5,4,0,5,3,5,0,0,4,5,3,5,0,5,0,2,5,4,5,4,2,0,4,0,4,3,4,4,1,4,3,0,4,5,0,0,4,0,0,0,4,0,4,4,4,0,0,3,4
214,4,4,0,4,0,0,3,0,1,3,0,0,4,0,4,4,4,0,5,0,0,3,4,4,1,4,0,5,0,0,0,4,4,0,4,5,4,0,3,2,0,0,0,0,1,5,0,1,0,3,0,0,0,0,0,0,5,0,0,0,0,4,0,5,5,4,0,0,3,1,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,1,0
215,5,0,4,0,0,4,0,4,0,4,3,5,3,5,0,4,4,4,4,0,5,4,4,0,4,3,1,0,0,0,4,0,3,0,4,4,0,0,4,4,3,5,3,0,0,4,0,5,0,3,4,5,1,3,5,5,5,3,3,5,5,4,4,0,0,1,1,0,0,5,4,0,5,0,0,0,4,4,0,0,4,0,4,1,4,4,5,1,5,0,3,2,0,5,0
216,0,2,4,0,5,3,0,5,4,5,0,0,0,4,5,3,5,4,1,0,4,5,4,4,0,5,5,0,1,1,2,0,4,3,0,3,4,0,4,0,2,5,1,0,4,1,5,5,2,1,0,4,0,4,4,0,0,4,3,5,0,3,3,3,0,4,4,0,0,0,3,0,3,2,0,1,5,0,0,3,5,4,0,2,3,5,2,4,2,0,5,0,3,4,4
217,3,0,4,0,0,4,5,4,4,4,3,0,2,4,1,5,4,3,4,4,3,0,3,1,0,5,0,3,4,0,2,4,5,5,3,0,3,4,5,0,5,0,4,0,4,4,5,0,0,0,0,0,3,4,4,0,4,0,4,4,0,0,0,3,0,4,3,4,5,5,2,0,0,4,4,4,5,0,4,5,1,0,2,2,4,0,3,1,0,3,0,4,0,0,4
218,3,4,3,4,0,3,5,0,0,0,0,4,3,5,0,3,4,0,2,0,3,0,3,4,0,5,4,0,5,4,5,3,0,0,4,0,1,4,5,5,4,5,0,0,0,0,5,0,4,2,0,0,2,0,0,5,3,1,4,0,0,3,0,0,3,0,2,4,2,3,0,0,5,4,0,0,0,4,0,1,0,5,3,5,5,5,2,5,2,0,2,1,0,4,0
219,5,5,1,5,5,0,4,4,0,0,4,3,0,5,0,4,0,4,4,4,4,0,4,0,0,5,4,0,3,1,5,0,0,2,0,4,4,0,5,4,5,5,4,1,5,5,5,0,4,3,0,4,5,5,5,0,0,4,4,0,5,4,0,1,2,0,0,3,5,3,5,0,4,0,0,0,0,4,4,5,0,0,5,4,4,3,4,0,4,5,4,0,0,4,5
220,1,5,4,5,5,0,5,0,3,2,5,0,0,1,0,4,4,4,0,0,0,0,2,4,0,4,1,0,4,0,3,3,3,5,0,2,0,0,5,2,3,4,5,0,0,0,4,0,5,0,0,4,0,3,4,5,3,4,1,4,0,4,1,3,5,5,4,0,0,0,4,0,4,5,1,3,3,0,4,5,2,4,0,3,4,5,3,0,4,5,5,4,0,4,3
221,4,0,3,5,3,3,0,4,0,4,5,3,5,0,5,0,3,4,3,5,0,0,5,0,4,4,0,1,0,3,1,0,4,4,4,4,4,2,3,1,0,3,5,5,1,5,5,0,4,4,3,1,5,5,5,0,5,0,0,5,3,0,0,3,5,0,4,0,4,5,4,0,3,4,0,5,5,4,5,0,4,0,4,4,0,0,3,5,0,4,4,0,3,1,0
222,5,0,0,3,1,2,4,0,0,3,0,0,3,0,4,1,4,4,0,0,0,0,0,4,1,4,0,4,0,5,5,2,5,4,5,0,0,0,3,0,5,5,4,3,5,0,4,4,3,5,0,0,0,2,3,0,5,4,3,1,1,5,5,0,5,0,4,0,0,1,4,1,5,2,0,4,0,4,0,0,0,3,4,5,0,5,2,0,5,0,4,1,0,0,4
223,4,5,0,5,3,3,0,3,3,5,0,4,2,0,1,5,4,0,1,2,4,0,5,4,3,4,0,4,5,4,3,5,5,5,0,0,3,0,3,4,5,3,5,4,3,4,0,1,0,0,3,3,5,0,4,0,5,2,0,0,5,5,2,3,0,5,0,2,0,0,0,0,0,1,0,0,4,0,1,3,1,3,1,0,5,0,1,0,0,0,5,3,0,5,4
224,0,0,3,4,0,0,3,5,0,0,0,0,0,0,5,0,2,0,0,0,0,5,0,4,4,0,0,0,1,5,4,0,5,5,4,5,3,2,5,0,5,0,2,0,0,3,0,0,3,5,1,4,0,4,4,0,0,0,2,5,5,5,0,0,1,5,0,0,5,4,0,3,0,4,5,0,0,5,4,0,0,4,2,3,5,5,0,3,0,4,3,5,3,3,0
225,0,0,4,0,0,5,0,0,1,4,0,5,4,5,5,4,0,5,0,4,0,0,0,5,0,0,5,1,0,3,0,4,0,3,1,4,0,0,3,0,5,5,0,4,0,5,4,0,1,0,0,4,0,3,0,3,5,3,0,0,0,0,1,4,0,0,0,2,0,0,1,0,0,0,4,3,0,4,0,5,1,3,1,5,4,5,0,0,4,4,0,4,2,4,0
226,4,0,4,4,0,3,5,5,4,5,0,0,0,5,1,4,0,3,1,0,3,0,0,0,4,4,0,0,4,0,4,0,0,2,5,5,0,4,4,5,0,4,0,3,5,0,0,2,0,4,0,2,5,3,0,5,3,5,0,4,5,5,5,3,0,4,2,0,0,4,5,0,0,3,0,0,4,4,2,0,0,4,3,0,0,4,4,0,0,0,2,0,5,0,0
227,0,3,0,0,0,0,0,4,5,5,0,5,4,0,0,2,4,1,3,0,0,5,3,2,1,2,3,0,0,0,4,5,0,5,2,4,5,0,0,4,0,5,5,4,4,5,2,5,1,0,4,0,4,3,0,4,4,4,2,2,0,3,5,0,5,3,0,2,0,2,1,5,0,3,0,0,0,0,5,0,4,0,0,4,4,5,0,5,0,3,5,5,5,0,0
228,4,0,5,3,4,0,0,0,4,0,0,3,0,0,4,0,2,0,0,4,4,0,0,0,1,5,4,0,4,0,0,0,5,0,4,4,3,0,4,0,5,3,0,5,3,3,0,4,0,4,4,0,2,0,0,0,4,0,4,0,4,5,5,0,4,1,0,5,3,0,0,0,0,4,3,0,5,0,0,0,0,4,5,5,2,5,0,2,0,5,0,5,2,5,3
229,0,0,0,4,4,0,4,0,0,0,3,2,0,0,5,0,5,0,0,4,0,4,4,5,5,0,0,0,0,4,0,5,4,4,0,0,0,3,1,0,0,4,3,0,0,5,4,5,5,0,4,0,5,0,4,0,5,5,0,5,3,2,0,3,4,0,4,0,5,5,0,0,4,0,4,4,4,0,4,0,2,0,0,4,5,0,0,4,0,0,0,0,5,1,4
230,2,5,4,0,0,0,1,0,2,5,1,4,5,5,3,5,5,0,3,0,1,0,2,0,3,0,1,4,0,0,3,4,0,0,2,2,0,0,0,0,5,0,0,0,2,0,0,0,0,4,1,4,5,5,4,0,0,0,5,4,0,5,0,0,0,2,0,4,0,0,3,2,5,3,5,4,0,4,3,5,5,0,5,0,0,2,0,1,1,3,0,2,0,4,5
231,0,5,0,2,5,0,5,0,0,0,0,0,5,4,5,0,5,5,5,5,5,4,0,4,0,4,3,0,0,0,0,0,0,0,0,4,4,0,4,0,5,0,5,5,3,0,5,0,0,0,0,4,4,5,0,0,5,5,0,0,4,0,4,1,0,0,1,5,2,0,5,5,0,4,0,0,0,0,0,0,0,0,2,0,5,3,3,5,1,5,0,0,4,0,0
232,4,0,4,0,0,5,0,2,0,2,2,3,0,3,1,4,0,4,5,0,3,0,1,3,0,5,0,5,0,5,5,0,5,4,3,5,3,5,0,4,3,0,0,4,4,4,5,5,3,4,5,0,0,0,0,0,4,3,4,0,0,0,0,0,2,0,0,3,4,0,5,3,4,3,5,1,5,4,3,0,4,0,5,5,0,5,2,0,5,0,0,0,0,0,1
233,3,0,0,4,3,5,0,0,0,0,0,4,0,1,4,0,0,0,4,0,3,0,0,3,4,5,0,5,0,5,4,0,5,0,0,0,0,5,3,0,1,0,5,4,0,0,4,4,1,5,4,4,0,0,4,0,5,4,1,0,3,5,0,5,4,0,0,0,0,0,4,1,5,0,0,4,4,3,5,4,0,0,3,0,0,0,4,0,4,1,0,4,0,0,4
234,0,4,0,0,3,0,4,5,0,5,3,5,0,0,0,5,4,1,0,3,5,0,4,4,3,4,5,4,5,5,0,5,5,2,5,1,0,4,0,5,0,0,5,4,5,5,0,1,0,0,0,4,0,0,5,4,1,0,5,0,2,4,3,4,4,0,4,0,5,4,4,5,1,0,0,3,0,0,2,1,0,0,1,3,5,0,4,4,0,0,0,5,2,3,4
235,3,0,3,4,0,4,3,3,3,0,0,1,0,5,5,4,0,3,4,4,5,5,4,0,0,0,5,4,5,5,0,5,0,3,0,3,1,0,0,3,0,3,4,4,0,5,5,5,4,4,4,3,0,0,0,0,0,0,4,4,0,4,2,0,4,5,5,4,5,0,5,0,0,5,0,4,3,4,5,3,0,2,4,0,4,5,0,0,5,4,3,0,5,0,4
236,5,0,4,0,0,4,4,0,4,5,0,3,2,2,2,0,2,3,3,0,0,0,0,3,5,0,0,0,0,5,3,0,5,1,4,4,3,3,0,1,5,0,4,4,0,0,0,5,0,0,3,2,4,0,3,0,0,4,0,4,5,0,5,1,2,3,4,0,0,5,4,0,0,5,4,5,0,5,4,1,3,5,1,4,5,0,4,4,4,5,4,5,2,0,0
237,5,0,4,0,4,4,3,0,0,3,0,0,0,0,5,2,0,3,5,0,4,0,4,0,3,0,5,4,4,0,0,0,5,0,0,3,5,0,1,2,0,4,0,0,0,0,0,3,5,3,0,0,0,3,0,1,3,0,2,4,5,4,4,4,5,0,0,0,5,5,5,1,0,0,3,0,1,0,4,5,2,3,3,0,4,0,5,4,5,0,2,4,4,0,0
238,1,0,5,0,5,0,3,5,4,0,0,3,1,0,4,3,1,0,0,1,0,2,0,3,3,5,0,3,5,2,1,0,0,0,5,3,5,5,5,4,3,5,3,1,4,0,0,0,0,4,3,0,0,2,3,3,0,0,3,4,0,5,0,0,3,5,3,4,5,4,5,5,4,2,3,5,0,0,4,0,0,0,0,0,4,0,5,0,0,0,5,5,1,3,0
239,0,0,3,0,0,0,3,5,0,0,0,0,0,2,3,5,0,5,0,0,4,3,5,2,5,2,5,0,5,4,0,4,0,0,0,5,4,2,0,2,4,1,0,2,0,0,3,0,5,1,4,4,5,5,5,4,5,0,4,4,0,5,1,2,0,3,5,0,2,0,4,5,4,0,3,4,4,4,5,4,5,1,4,5,5,5,4,1,0,0,3,0,0,0,0
240,3,3,5,0,0,5,5,4,3,5,0,5,0,0,0,5,0,4,0,5,0,4,5,3,5,0,0,4,4,5,4,5,5,0,0,0,0,4,2,4,4,0,0,0,0,0,4,5,3,4,3,0,4,2,4,0,1,4,0,0,0,2,0,0,0,0,1,4,0,5,0,1,0,0,4,4,5,0,5,4,5,0,0,0,5,1,0,0,3,0,0,0,0,4,1
241,0,3,0,5,5,2,5,5,2,4,0,4,0,0,0,4,4,0,3,0,0,5,0,5,4,0,0,5,0,5,3,4,0,5,4,0,1,0,5,0,4,1,5,1,3,0,0,0,5,3,5,0,5,3,4,5,0,4,3,0,5,4,5,2,0,5,4,4,3,4,0,0,1,0,0,4,5,0,3,0,0,0,3,0,2,0,0,5,0,0,1,5,4,2,3
242,0,0,5,0,0,0,0,0,0,0,0,0,5,5,0,2,4,0,0,3,4,0,2,1,0,3,0,0,0,5,0,1,3,0,3,4,1,0,0,4,3,4,0,5,0,5,0,0,4,5,0,0,5,5,4,1,0,4,3,2,3,5,5,5,5,5,4,4,4,0,5,5,2,0,0,4,0,0,0,0,4,4,5,0,0,0,0,4,5,0,5,5,3,0,5
243,4,0,4,0,2,0,5,0,2,0,0,3,5,3,4,0,5,4,0,4,4,0,0,5,0,0,0,4,5,5,5,0,5,0,0,5,0,0,4,0,0,4,0,0,1,2,0,0,2,5,0,0,1,0,4,1,0,0,4,5,0,2,3,5,0,0,5,4,4,4,4,0,5,4,0,3,0,0,5,4,0,4,0,0,0,4,5,0,4,0,3,5,3,0,4
244,4,0,4,5,4,4,5,4,4,0,0,4,0,5,0,3,0,4,1,0,0,0,0,0,4,1,0,4,4,1,4,0,0,4,0,0,4,5,4,4,3,2,1,5,5,4,5,4,4,5,5,4,0,0,2,0,0,3,2,4,0,5,4,2,0,0,4,4,0,0,4,4,3,3,4,0,0,0,5,5,0,4,4,0,3,3,0,5,0,0,5,5,4,0,3
245,1,5,5,5,2,1,4,4,4,0,0,0,5,3,3,5,4,4,4,4,5,3,0,4,0,5,1,0,4,5,0,4,0,5,4,4,0,4,5,1,5,0,0,4,5,0,0,0,0,5,1,3,4,0,0,4,4,0,4,4,5,0,4,0,5,4,0,3,1,0,4,0,5,0,0,0,0,3,1,3,0,0,2,0,4,5,3,0,0,0,4,4,5,3,4
246,0,0,2,3,5,4,0,0,0,0,5,5,5,3,0,0,4,4,4,4,4,3,4,5,0,4,1,4,4,0,3,2,1,0,3,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,3,0,5,2,4,0,0,4,0,4,3,3,5,5,1,1,5,3,5,4,0,0,5,1,4,5,4,0,4,5,4,1,4,2,4,4,0,0,5,0,3
247,0,5,5,1,0,0,0,4,1,4,0,0,0,0,0,0,0,4,0,4,4,5,4,4,1,4,4,4,0,0,3,0,4,3,3,3,5,3,1,2,4,0,2,5,5,0,5,5,5,4,0,5,4,3,0,5,0,1,0,0,2,5,0,5,0,4,1,0,0,0,5,0,4,2,2,5,5,0,4,0,0,0,4,4,2,3,0,0,3,5,0,4,4,0,5
248,0,0,0,0,4,4,4,0,3,4,0,3,1,0,0,0,5,0,2,2,0,4,5,0,0,0,0,4,0,2,3,5,1,1,0,0,0,0,5,4,2,0,3,5,3,5,4,3,0,5,4,0,0,4,2,4,0,5,0,5,4,4,4,0,0,0,5,5,0,0,0,3,0,0,5,4,5,5,4,4,4,3,0,0,0,0,0,5,4,3,5,5,5,0,0
249,5,0,4,4,4,0,0,0,1,5,0,0,3,0,4,1,1,4,4,0,5,0,0,1,4,3,5,4,4,5,5,2,0,4,5,5,4,4,0,0,4,1,3,5,5,0,0,5,0,2,0,4,4,0,4,5,4,2,1,0,5,2,0,0,3,5,3,4,3,3,0,0,4,5,5,0,5,3,0,0,0,4,1,0,4,0,0,4,5,0,0,3,3,3,5
250,0,5,0,0,4,0,3,2,0,5,0,3,4,3,3,5,4,2,0,3,5,0,4,5,4,3,0,0,4,0,5,0,0,4,4,3,4,5,0,0,4,0,4,4,5,4,0,5,0,4,3,0,0,0,2,0,4,0,0,0,0,4,0,5,5,4,0,0,4,0,4,5,0,0,5,0,5,2,4,0,5,4,0,4,5,0,5,5,0,1,0,0,5,5,2
251,5,4,0,0,4,3,0,3,4,4,5,5,2,5,4,4,4,1,4,0,5,3,4,2,5,4,5,4,2,0,4,0,0,2,5,4,0,2,0,1,3,4,0,5,2,4,0,4,0,4,0,0,3,0,0,1,5,0,5,0,5,2,5,5,0,0,5,2,4,0,5,0,5,0,0,4,0,0,0,3,4,0,0,0,3,5,2,4,1,0,4,1,4,0,0
252,4,0,4,0,4,0,3,5,0,2,0,4,0,1,3,4,3,3,4,5,0,4,0,4,0,5,3,0,0,0,5,4,2,0,5,5,0,3,0,5,0,3,0,5,5,0,1,1,3,0,2,1,5,5,0,0,2,4,5,4,2,5,0,0,5,5,0,3,3,0,5,0,4,3,0,0,4,4,5,2,4,0,0,5,0,0,0,3,2,2,5,5,0,0,4
253,5,0,0,0,0,0,5,0,1,0,5,0,3,0,0,4,5,0,1,0,0,5,0,1,5,0,0,5,5,0,4,3,0,3,1,5,3,0,0,5,0,0,0,5,0,3,1,4,3,0,0,0,0,5,5,4,4,4,5,5,4,4,0,0,4,1,0,0,4,5,0,4,0,3,0,4,0,3,0,0,0,1,4,0,0,5,5,5,5,5,0,3,5,1,3
254,3,0,3,1,4,5,0,0,2,0,0,0,0,1,3,3,3,4,0,0,4,0,4,0,3,0,1,4,0,1,5,0,4,0,3,0,4,5,4,4,4,5,0,4,5,0,5,2,0,3,5,0,5,0,0,5,0,5,3,4,5,2,0,2,5,3,5,0,5,5,4,0,0,4,0,5,0,4,4,2,1,0,5,2,0,0,0,3,0,5,0,0,0,0,1
255,5,0,5,0,0,0,4,3,0,2,0,2,1,5,5,0,1,3,4,0,4,5,4,3,5,0,0,2,0,0,0,0,0,1,0,5,0,5,3,3,5,0,4,0,3,4,0,4,3,5,4,0,3,3,0,4,5,0,4,5,4,3,4,0,5,0,0,5,0,0,1,4,0,3,5,0,4,2,5,1,0,2,0,5,5,2,4,5,0,4,1,0,0,5,0
256,3,5,4,0,3,4,4,4,0,0,3,5,5,0,5,0,5,1,0,0,5,0,0,5,5,4,4,0,0,1,1,4,5,5,5,5,4,4,0,2,5,4,5,5,0,0,0,4,0,4,0,0,4,0,4,0,0,1,0,5,0,5,0,3,2,5,0,4,4,0,0,5,4,0,5,2,0,4,5,0,5,4,0,0,4,0,0,0,5,4,0,0,1,5,2
257,5,4,1,2,5,0,5,0,4,0,0,0,3,4,0,0,2,0,0,3,3,0,1,0,2,1,4,0,0,4,0,5,0,5,1,0,3,0,0,1,0,3,0,3,1,3,5,0,2,0,0,5,4,3,0,0,5,0,0,0,4,0,4,0,3,5,4,0,4,5,0,0,5,5,5,3,0,0,3,3,5,0,0,0,4,0,4,0,0,3,3,5,5,0,0
258,4,0,3,1,4,3,4,4,5,4,3,3,0,0,4,0,0,5,2,2,5,5,0,3,1,5,4,0,4,0,3,5,1,0,0,3,0,0,3,4,4,5,5,0,4,0,0,0,0,1,0,3,0,0,4,2,0,4,4,4,0,5,2,0,4,5,5,2,0,0,5,1,1,4,4,3,0,2,3,3,3,0,5,1,5,2,4,0,0,4,0,0,0,5,0
259,4,4,2,4,0,4,0,3,5,5,0,3,0,3,0,1,4,3,5,0,5,0,3,3,5,4,4,5,5,5,4,5,0,3,0,0,0,4,0,5,0,3,0,0,0,0,5,4,4,3,0,4,4,4,0,4,5,0,0,3,5,4,5,0,0,2,5,0,5,0,0,5,5,4,4,1,4,5,0,5,3,0,5,2,4,0,0,1,3,0,4,0,2,2,5
260,5,5,3,1,5,0,0,0,0,0,4,4,0,4,5,2,0,3,5,0,4,5,5,0,1,4,4,5,3,5,4,3,2,4,0,3,5,3,2,3,0,5,0,0,0,0,0,5,0,4,3,0,0,4,2,0,2,0,2,0,1,0,3,5,0,0,0,3,4,0,4,5,0,5,0,0,2,5,3,5,0,0,0,1,4,4,4,0,5,0,3,3,4,0,4
261,5,5,0,5,2,4,5,0,4,5,0,5,1,0,4,4,2,4,0,0,0,4,0,5,4,0,4,4,0,0,0,5,0,0,0,0,5,4,4,3,5,4,0,0,2,5,4,5,3,0,0,0,0,1,4,5,4,4,0,0,0,0,3,0,5,4,5,4,4,0,5,0,4,0,0,2,0,5,4,4,4,0,0,0,0,0,4,0,0,0,5,0,3,0,1
262,5,0,5,0,2,5,2,4,0,4,0,0,2,0,0,0,0,2,1,3,2,5,0,4,4,4,4,0,2,5,1,5,3,4,0,0,5,0,4,0,0,0,4,3,5,5,5,3,4,5,4,0,4,4,0,0,2,0,5,2,0,5,5,5,4,0,4,4,1,4,0,4,4,0,5,2,0,4,0,0,0,3,0,4,5,0,0,0,5,5,0,1,0,4,0
263,0,2,4,5,0,0,5,0,0,0,5,5,5,3,0,0,5,0,5,0,0,4,0,4,4,4,0,5,0,4,0,5,5,0,4,3,0,4,0,0,0,3,0,0,0,5,1,0,1,0,1,5,4,4,5,3,5,3,0,5,1,5,4,0,0,0,0,0,0,5,0,2,0,4,5,4,3,0,1,0,5,2,4,4,3,0,5,4,2,0,4,1,0,1,5
264,1,0,0,1,2,5,0,2,1,4,0,4,0,4,4,3,0,4,5,4,5,0,5,4,4,3,1,3,0,5,0,1,0,4,4,0,4,3,5,4,0,0,0,4,4,5,0,2,2,0,4,4,4,4,2,0,4,0,0,0,0,0,0,0,0,5,1,0,3,4,3,5,5,0,0,5,4,4,0,5,5,1,0,4,5,0,4,2,0,0,0,0,4,5,5
265,0,0,5,5,0,0,3,3,0,4,0,0,0,4,4,0,3,0,5,0,0,3,0,0,0,0,5,5,0,0,0,0,0,0,5,0,5,5,0,5,5,3,0,0,4,5,5,3,0,0,3,0,0,0,0,4,5,3,3,0,0,0,0,2,0,4,1,0,4,4,2,4,0,5,0,5,4,3,1,0,1,4,4,5,0,3,0,4,4,0,0,0,0,5,5
266,5,0,0,0,0,5,1,4,3,5,0,0,5,5,0,4,4,4,4,4,0,4,0,5,3,5,0,0,5,3,0,5,3,0,0,3,3,1,4,0,4,0,3,5,1,0,2,4,5,4,4,4,5,0,3,5,0,0,0,4,0,3,0,0,3,0,4,0,4,3,0,0,0,0,0,0,0,3,0,5,4,1,5,3,1,4,0,4,4,5,0,0,5,0,0
267,5,4,5,4,0,0,0,5,0,2,3,5,5,0,2,0,0,4,5,0,0,5,5,4,5,0,3,4,5,5,4,0,4,5,0,0,1,0,0,4,0,3,4,0,0,0,0,0,0,0,3,0,4,5,5,4,0,0,4,5,1,4,0,5,5,0,1,2,0,5,0,5,0,5,4,5,0,0,2,1,0,3,0,4,0,4,1,5,3,4,5,4,0,1,0
268,4,0,0,3,5,3,0,4,0,0,5,1,0,3,4,0,2,0,0,0,0,0,5,2,5,0,0,4,4,0,0,4,0,0,4,0,2,5,3,0,0,4,0,5,2,0,0,1,0,0,0,4,2,3,4,0,0,4,0,0,1,5,0,5,4,4,5,0,4,1,0,4,0,5,0,0,4,0,5,0,4,5,3,0,3,4,3,4,0,5,1,3,3,0,5
269,4,0,5,4,4,3,5,4,4,4,4,4,5,5,5,4,5,5,3,5,0,4,3,0,3,5,2,3,2,5,0,5,0,4,0,0,5,0,0,2,5,4,5,0,5,0,0,4,5,0,4,0,5,3,0,5,0,5,5,5,5,5,0,4,3,0,0,1,5,2,4,0,2,5,5,0,0,0,0,4,0,3,0,5,0,2,5,2,2,4,0,4,1,3,5
270,0,4,0,0,4,3,4,1,2,4,0,0,0,5,4,0,5,0,4,0,4,1,5,4,0,4,1,5,0,0,3,0,0,5,3,5,1,0,4,0,4,1,0,4,3,4,3,0,5,5,5,4,5,0,1,0,5,5,0,5,0,0,0,0,4,4,0,4,0,4,5,0,5,1,3,4,5,3,5,0,0,0,3,0,5,0,1,0,0,0,5,0,0,5,4
271,5,3,4,4,0,2,4,0,1,5,0,0,3,3,0,2,5,0,4,3,0,5,5,0,5,0,4,1,4,5,1,3,5,4,4,0,0,0,4,0,5,4,2,3,1,5,0,0,0,4,1,0,4,1,5,4,0,5,0,3,0,0,2,4,0,5,4,0,1,5,4,2,0,4,4,0,4,0,5,0,3,0,3,0,0,5,1,5,0,4,4,0,4,0,0
272,4,5,5,2,0,0,4,0,0,0,0,0,0,0,5,4,0,5,2,3,0,3,4,5,3,4,4,5,5,3,4,3,0,0,4,5,5,0,0,1,0,0,4,0,4,4,0,5,3,5,4,0,4,0,5,5,1,4,4,1,3,4,3,1,5,2,0,1,0,5,0,0,5,1,0,5,0,0,0,5,1,4,0,4,3,5,5,5,5,3,0,0,5,0,3
273,0,4,3,2,4,0,3,0,0,2,5,3,4,5,0,0,3,0,5,0,5,0,1,5,0,0,0,0,4,5,0,0,3,2,0,0,5,5,4,2,0,5,0,0,0,5,4,5,5,4,1,5,0,0,5,0,4,3,0,0,0,0,4,5,5,4,0,5,4,0,0,3,0,0,5,3,4,4,0,5,0,2,0,0,0,0,4,5,0,4,0,0,1,3,0
274,5,0,4,3,0,5,0,0,0,2,2,0,0,2,0,0,4,0,5,0,3,0,0,5,5,0,4,0,2,3,0,0,0,4,3,5,0,0,4,5,4,0,4,4,0,0,1,0,0,3,0,0,0,4,0,5,5,0,4,4,1,4,4,4,2,0,0,4,4,1,0,5,0,1,5,0,4,5,0,1,4,4,0,2,4,4,3,4,2,5,5,0,0,5,0
275,5,5,5,0,5,0,5,5,5,4,5,4,3,5,5,0,4,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,4,1,0,1,2,0,0,5,4,5,0,0,4,5,0,0,3,0,5,4,0,0,0,0,4,3,0,4,0,0,5,5,0,0,4,1,0,0,4,4,4,4,5,3,4,0,4,0,0,3,3,2,3,3,0,0,0,5,5
276,3,0,4,1,0,3,5,0,4,5,5,0,0,4,3,0,0,1,4,5,5,4,0,0,0,1,0,5,0,4,0,0,3,2,5,0,1,5,0,4,2,0,0,1,0,0,5,3,3,5,3,0,3,5,0,5,2,4,0,5,4,3,5,0,5,0,4,5,4,0,5,5,4,4,3,0,5,0,0,1,5,5,4,0,3,0,0,0,0,2,0,5,1,0,0
277,4,0,0,0,5,4,0,0,0,5,0,5,4,3,3,5,4,0,5,3,0,2,0,3,4,5,5,0,0,0,0,0,4,5,5,0,2,3,0,5,0,0,0,4,5,0,0,4,4,3,5,0,4,4,0,2,5,5,0,0,4,0,4,0,4,4,3,5,4,0,2,3,0,5,5,0,3,4,5,4,1,0,1,0,2,4,4,0,0,0,0,0,4,3,0
278,4,1,2,4,5,0,0,0,0,4,0,0,0,4,0,3,1,4,0,0,3,0,2,0,0,0,4,0,0,0,3,3,4,0,0,4,5,1,4,4,0,0,3,3,0,5,0,3,5,1,4,0,3,5,4,0,1,0,3,5,5,5,4,1,4,0,5,0,0,4,4,5,0,5,0,3,4,5,0,3,0,4,1,1,0,0,5,5,0,0,5,5,0,4,2
279,0,2,4,2,0,0,0,1,0,4,0,5,5,0,0,0,0,5,5,1,0,3,4,4,1,5,4,0,4,5,3,5,5,2,3,4,5,0,5,5,5,0,0,5,3,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,1,5,5,5,0,4,0,3,0,3,0,0,2,0,4,0,0,0,5,0,4,1,2,5,4,0,5,0
280,4,5,0,3,0,0,0,5,4,5,4,4,5,5,5,0,0,3,5,5,5,3,5,4,0,5,5,0,0,0,4,4,4,5,3,5,0,3,4,0,0,0,5,5,0,5,0,0,5,0,5,0,5,1,0,0,0,5,0,5,0,0,0,3,5,0,0,5,0,0,0,4,3,3,0,1,1,0,0,0,4,0,0,0,0,1,0,5,1,4,0,0,0,0,0
281,5,2,4,0,3,0,0,0,3,5,0,5,0,0,3,5,0,4,0,4,3,0,4,5,0,1,0,0,0,4,4,5,4,5,4,4,3,5,4,0,3,0,0,5,4,5,5,5,0,4,0,0,5,0,0,3,5,4,5,3,3,5,0,0,3,0,4,0,3,4,4,4,5,3,0,4,5,5,5,0,0,0,0,0,2,0,4,0,0,4,0,5,5,4,0
282,0,3,5,0,4,0,5,5,4,0,0,2,3,0,0,4,1,3,5,0,0,2,0,3,0,0,0,4,0,2,0,4,0,0,3,0,5,2,0,0,2,4,5,0,0,1,0,5,0,3,5,0,0,3,4,2,3,4,1,0,4,3,5,5,0,5,0,4,1,0,0,0,0,0,5,4,0,0,2,1,4,0,0,5,4,4,0,0,2,4,4,0,5,0,0
283,0,1,0,0,5,0,3,2,4,0,0,5,5,4,4,5,5,3,2,0,2,4,5,4,5,4,0,0,4,5,0,4,0,0,5,0,2,4,0,0,5,2,5,0,0,1,0,0,0,4,0,0,4,5,0,0,0,0,4,4,3,0,0,5,5,3,5,0,0,0,5,0,5,0,3,0,0,5,0,4,4,3,4,0,0,2,5,5,5,0,1,4,0,0,0
